Opção,Ano,Países,Quantidade(Kg.),Valor (US$)
Vinhos de mesa,1978,"Coreia do Sul, República",-,-
Vinhos de mesa,1978,Croácia,-,-
Vinhos de mesa,1978,Cuba,-,-
Vinhos de mesa,1978,Emirados Árabes Unidos,-,-
Vinhos de mesa,1978,Eslovênia,-,-
Vinhos de mesa,1978,Eslováquia,-,-
Vinhos de mesa,1978,Espanha,87.767,75.364
Vinhos de mesa,1978,Estados Unidos,58.050,67.752
Vinhos de mesa,1978,França,355.292,633.098
Vinhos de mesa,1978,Geórgia,-,-
Vinhos de mesa,1978,"Geórgia do Sul e Sandwich do Sul, Ilhas",-,-
Vinhos de mesa,1978,Grécia,-,-
Vinhos de mesa,1978,Hong Kong,-,-
Vinhos de mesa,1978,Hungria,-,-
Vinhos de mesa,1978,Indonésia,-,-
Vinhos de mesa,1978,Irlanda,-,-
Vinhos de mesa,1978,Israel,-,-
Vinhos de mesa,1978,Itália,250.535,268.114
Vinhos de mesa,1978,Japão,-,-
Vinhos de mesa,1978,Iugoslávia,1.764,1.630
Vinhos de mesa,1978,Líbano,-,-
Vinhos de mesa,1978,Luxemburgo,-,-
Vinhos de mesa,1978,Macedônia,-,-
Vinhos de mesa,1978,Marrocos,-,-
Vinhos de mesa,1978,México,-,-
Vinhos de mesa,1978,Moldávia,-,-
Vinhos de mesa,1978,Montenegro,-,-
Vinhos de mesa,1978,Noruega,-,-
Vinhos de mesa,1978,Nova Zelândia,-,-
Vinhos de mesa,1978,Países Baixos (Holanda),-,-
Vinhos de mesa,1978,Panamá,-,-
Vinhos de mesa,1978,Paraguai,-,-
Vinhos de mesa,1978,Peru,-,-
Vinhos de mesa,1978,Porto Rico,-,-
Vinhos de mesa,1978,Portugal,2.763.298,2.706.030
Vinhos de mesa,1978,Reino Unido,-,-
Vinhos de mesa,1978,Republica Dominicana,-,-
Vinhos de mesa,1978,Romênia,-,-
Vinhos de mesa,1978,Rússia,-,-
Vinhos de mesa,1978,San Marino,-,-
Vinhos de mesa,1978,Sérvia,-,-
Vinhos de mesa,1978,Síria,-,-
Vinhos de mesa,1978,Suazilândia,-,-
Vinhos de mesa,1978,Suíça,-,-
Vinhos de mesa,1978,"Tcheca, República",-,-
Vinhos de mesa,1978,Tunísia,-,-
Vinhos de mesa,1978,Turquia,-,-
Vinhos de mesa,1978,Ucrânia,-,-
Vinhos de mesa,1978,Uruguai,32.371,33.900
Vinhos de mesa,1978,Não consta na tabela,-,-
Vinhos de mesa,1978,Não declarados,-,-
Vinhos de mesa,1978,Outros,1.347,1.210
Vinhos de mesa,1978,Total,8.345.907,8.581.697
Vinhos de mesa,1979,Africa do Sul,-,-
Vinhos de mesa,1979,Alemanha,433.478,691.404
Vinhos de mesa,1979,Argélia,-,-
Vinhos de mesa,1979,Arábia Saudita,-,-
Vinhos de mesa,1979,Argentina,646.978,888.941
Vinhos de mesa,1979,Armênia,-,-
Vinhos de mesa,1979,Austrália,-,-
Vinhos de mesa,1979,Áustria,4.250,3.756
Vinhos de mesa,1979,Bermudas,-,-
Vinhos de mesa,1979,Bélgica,-,-
Vinhos de mesa,1979,Bolívia,-,-
Vinhos de mesa,1979,Bósnia-Herzegovina,-,-
Vinhos de mesa,1979,Brasil,-,-
Vinhos de mesa,1979,Bulgária,-,-
Vinhos de mesa,1979,Canada,-,-
Vinhos de mesa,1979,Chile,4.235.991,4.315.227
Vinhos de mesa,1979,China,-,-
Vinhos de mesa,1979,"Coreia do Sul, República",-,-
Vinhos de mesa,1979,Croácia,-,-
Vinhos de mesa,1979,Cuba,-,-
Vinhos de mesa,1979,Emirados Árabes Unidos,-,-
Vinhos de mesa,1979,Eslovênia,-,-
Vinhos de mesa,1979,Eslováquia,-,-
Vinhos de mesa,1979,Espanha,103.825,92.476
Vinhos de mesa,1979,Estados Unidos,32.400,36.360
Vinhos de mesa,1979,França,458.369,795.004
Vinhos de mesa,1979,Geórgia,-,-
Vinhos de mesa,1979,"Geórgia do Sul e Sandwich do Sul, Ilhas",-,-
Vinhos de mesa,1979,Grécia,-,-
Vinhos de mesa,1979,Hong Kong,-,-
Vinhos de mesa,1979,Hungria,-,-
Vinhos de mesa,1979,Indonésia,-,-
Vinhos de mesa,1979,Irlanda,-,-
Vinhos de mesa,1979,Israel,-,-
Vinhos de mesa,1979,Itália,407.274,562.726
Vinhos de mesa,1979,Japão,-,-
Vinhos de mesa,1979,Iugoslávia,2.100,2.050
Vinhos de mesa,1979,Líbano,-,-
Vinhos de mesa,1979,Luxemburgo,-,-
Vinhos de mesa,1979,Macedônia,-,-
Vinhos de mesa,1979,Marrocos,-,-
Vinhos de mesa,1979,México,-,-
Vinhos de mesa,1979,Moldávia,-,-
Vinhos de mesa,1979,Montenegro,-,-
Vinhos de mesa,1979,Noruega,-,-
Vinhos de mesa,1979,Nova Zelândia,-,-
Vinhos de mesa,1979,Países Baixos (Holanda),-,-
Vinhos de mesa,1979,Panamá,-,-
Vinhos de mesa,1979,Paraguai,-,-
Vinhos de mesa,1979,Peru,-,-
Vinhos de mesa,1979,Porto Rico,-,-
Vinhos de mesa,1979,Portugal,2.823.760,3.493.450
Vinhos de mesa,1979,Reino Unido,-,-
Vinhos de mesa,1979,Republica Dominicana,-,-
Vinhos de mesa,1979,Romênia,-,-
Vinhos de mesa,1979,Rússia,-,-
Vinhos de mesa,1979,San Marino,-,-
Vinhos de mesa,1979,Sérvia,-,-
Vinhos de mesa,1979,Síria,-,-
Vinhos de mesa,1979,Suazilândia,-,-
Vinhos de mesa,1979,Suíça,-,-
Vinhos de mesa,1979,"Tcheca, República",-,-
Vinhos de mesa,1979,Tunísia,-,-
Vinhos de mesa,1979,Turquia,-,-
Vinhos de mesa,1979,Ucrânia,-,-
Vinhos de mesa,1979,Uruguai,13.320,22.900
Vinhos de mesa,1979,Não consta na tabela,-,-
Vinhos de mesa,1979,Não declarados,-,-
Vinhos de mesa,1979,Outros,2.411,2.614
Vinhos de mesa,1979,Total,9.164.156,10.906.908
Vinhos de mesa,1980,Africa do Sul,-,-
Vinhos de mesa,1980,Alemanha,457.033,704.307
Vinhos de mesa,1980,Argélia,-,-
Vinhos de mesa,1980,Arábia Saudita,-,-
Vinhos de mesa,1980,Argentina,298.471,479.464
Vinhos de mesa,1980,Armênia,-,-
Vinhos de mesa,1980,Austrália,-,-
Vinhos de mesa,1980,Áustria,2.385,5.878
Vinhos de mesa,1980,Bermudas,-,-
Vinhos de mesa,1980,Bélgica,-,-
Vinhos de mesa,1980,Bolívia,-,-
Vinhos de mesa,1980,Bósnia-Herzegovina,-,-
Vinhos de mesa,1980,Brasil,-,-
Vinhos de mesa,1980,Bulgária,-,-
Vinhos de mesa,1980,Canada,-,-
Vinhos de mesa,1980,Chile,2.568.586,3.199.365
Vinhos de mesa,1980,China,-,-
Vinhos de mesa,1980,"Coreia do Sul, República",-,-
Vinhos de mesa,1980,Croácia,-,-
Vinhos de mesa,1980,Cuba,-,-
Vinhos de mesa,1980,Emirados Árabes Unidos,-,-
Vinhos de mesa,1980,Eslovênia,-,-
Vinhos de mesa,1980,Eslováquia,-,-
Vinhos de mesa,1980,Espanha,111.381,109.277
Vinhos de mesa,1980,Estados Unidos,32.400,36.720
Vinhos de mesa,1980,França,248.038,508.338
Vinhos de mesa,1980,Geórgia,-,-
Vinhos de mesa,1980,"Geórgia do Sul e Sandwich do Sul, Ilhas",-,-
Vinhos de mesa,1980,Grécia,-,-
Vinhos de mesa,1980,Hong Kong,-,-
Vinhos de mesa,1980,Hungria,-,-
Vinhos de mesa,1980,Indonésia,-,-
Vinhos de mesa,1980,Irlanda,-,-
Vinhos de mesa,1980,Israel,-,-
Vinhos de mesa,1980,Itália,217.226,283.635
Vinhos de mesa,1980,Japão,-,-
Vinhos de mesa,1980,Iugoslávia,-,-
Vinhos de mesa,1980,Líbano,-,-
Vinhos de mesa,1980,Luxemburgo,-,-
Vinhos de mesa,1980,Macedônia,-,-
Vinhos de mesa,1980,Marrocos,-,-
Vinhos de mesa,1980,México,-,-
Vinhos de mesa,1980,Moldávia,-,-
Vinhos de mesa,1980,Montenegro,-,-
Vinhos de mesa,1980,Noruega,-,-
Vinhos de mesa,1980,Nova Zelândia,-,-
Vinhos de mesa,1980,Países Baixos (Holanda),-,-
Vinhos de mesa,1980,Panamá,-,-
Vinhos de mesa,1980,Paraguai,-,-
Vinhos de mesa,1980,Peru,-,-
Vinhos de mesa,1980,Porto Rico,-,-
Vinhos de mesa,1980,Portugal,1.601.931,2.146.952
Vinhos de mesa,1980,Reino Unido,-,-
Vinhos de mesa,1980,Republica Dominicana,-,-
Vinhos de mesa,1980,Romênia,-,-
Vinhos de mesa,1980,Rússia,-,-
Vinhos de mesa,1980,San Marino,-,-
Vinhos de mesa,1980,Sérvia,-,-
Vinhos de mesa,1980,Síria,-,-
Vinhos de mesa,1980,Suazilândia,-,-
Vinhos de mesa,1980,Suíça,-,-
Vinhos de mesa,1980,"Tcheca, República",-,-
Vinhos de mesa,1980,Tunísia,-,-
Vinhos de mesa,1980,Turquia,-,-
Vinhos de mesa,1980,Ucrânia,-,-
Vinhos de mesa,1980,Uruguai,8.880,16.800
Vinhos de mesa,1980,Não consta na tabela,-,-
Vinhos de mesa,1980,Não declarados,-,-
Vinhos de mesa,1980,Outros,10.446,10.543
Vinhos de mesa,1980,Total,5.556.777,7.501.279
Vinhos de mesa,1981,Africa do Sul,-,-
Vinhos de mesa,1981,Alemanha,707.194,853.830
Vinhos de mesa,1981,Argélia,-,-
Vinhos de mesa,1981,Arábia Saudita,-,-
Vinhos de mesa,1981,Argentina,131.738,209.173
Vinhos de mesa,1981,Armênia,-,-
Vinhos de mesa,1981,Austrália,-,-
Vinhos de mesa,1981,Áustria,-,-
Vinhos de mesa,1981,Bermudas,-,-
Vinhos de mesa,1981,Bélgica,-,-
Vinhos de mesa,1981,Bolívia,-,-
Vinhos de mesa,1981,Bósnia-Herzegovina,-,-
Vinhos de mesa,1981,Brasil,-,-
Vinhos de mesa,1981,Bulgária,-,-
Vinhos de mesa,1981,Canada,-,-
Vinhos de mesa,1981,Chile,1.647.720,2.344.875
Vinhos de mesa,1981,China,-,-
Vinhos de mesa,1981,"Coreia do Sul, República",-,-
Vinhos de mesa,1981,Croácia,-,-
Vinhos de mesa,1981,Cuba,-,-
Vinhos de mesa,1981,Emirados Árabes Unidos,-,-
Vinhos de mesa,1981,Eslovênia,-,-
Vinhos de mesa,1981,Eslováquia,-,-
Vinhos de mesa,1981,Espanha,56.316,59.696
Vinhos de mesa,1981,Estados Unidos,28.350,33.443
Vinhos de mesa,1981,França,303.063,479.427
Vinhos de mesa,1981,Geórgia,-,-
Vinhos de mesa,1981,"Geórgia do Sul e Sandwich do Sul, Ilhas",-,-
Vinhos de mesa,1981,Grécia,-,-
Vinhos de mesa,1981,Hong Kong,-,-
Vinhos de mesa,1981,Hungria,-,-
Vinhos de mesa,1981,Indonésia,-,-
Vinhos de mesa,1981,Irlanda,-,-
Vinhos de mesa,1981,Israel,-,-
Vinhos de mesa,1981,Itália,178.772,222.760
Vinhos de mesa,1981,Japão,-,-
Vinhos de mesa,1981,Iugoslávia,-,-
Vinhos de mesa,1981,Líbano,-,-
Vinhos de mesa,1981,Luxemburgo,-,-
Vinhos de mesa,1981,Macedônia,-,-
Vinhos de mesa,1981,Marrocos,-,-
Vinhos de mesa,1981,México,-,-
Vinhos de mesa,1981,Moldávia,-,-
Vinhos de mesa,1981,Montenegro,-,-
Vinhos de mesa,1981,Noruega,-,-
Vinhos de mesa,1981,Nova Zelândia,-,-
Vinhos de mesa,1981,Países Baixos (Holanda),-,-
Vinhos de mesa,1981,Panamá,-,-
Vinhos de mesa,1981,Paraguai,-,-
Vinhos de mesa,1981,Peru,-,-
Vinhos de mesa,1981,Porto Rico,-,-
Vinhos de mesa,1981,Portugal,933.906,1.271.300
Vinhos de mesa,1981,Reino Unido,-,-
Vinhos de mesa,1981,Republica Dominicana,-,-
Vinhos de mesa,1981,Romênia,-,-
Vinhos de mesa,1981,Rússia,-,-
Vinhos de mesa,1981,San Marino,-,-
Vinhos de mesa,1981,Sérvia,-,-
Vinhos de mesa,1981,Síria,-,-
Vinhos de mesa,1981,Suazilândia,-,-
Vinhos de mesa,1981,Suíça,-,-
Vinhos de mesa,1981,"Tcheca, República",-,-
Vinhos de mesa,1981,Tunísia,-,-
Vinhos de mesa,1981,Turquia,-,-
Vinhos de mesa,1981,Ucrânia,-,-
Vinhos de mesa,1981,Uruguai,-,-
Vinhos de mesa,1981,Não consta na tabela,-,-
Vinhos de mesa,1981,Não declarados,-,-
Vinhos de mesa,1981,Outros,17.133,17.869
Vinhos de mesa,1981,Total,4.004.192,5.492.373
Vinhos de mesa,1982,Africa do Sul,-,-
Vinhos de mesa,1982,Alemanha,996.948,1.126.928
Vinhos de mesa,1982,Argélia,-,-
Vinhos de mesa,1982,Arábia Saudita,-,-
Vinhos de mesa,1982,Argentina,191.972,264.487
Vinhos de mesa,1982,Armênia,-,-
Vinhos de mesa,1982,Austrália,-,-
Vinhos de mesa,1982,Áustria,-,-
Vinhos de mesa,1982,Bermudas,-,-
Vinhos de mesa,1982,Bélgica,-,-
Vinhos de mesa,1982,Bolívia,-,-
Vinhos de mesa,1982,Bósnia-Herzegovina,-,-
Vinhos de mesa,1982,Brasil,-,-
Vinhos de mesa,1982,Bulgária,-,-
Vinhos de mesa,1982,Canada,-,-
Vinhos de mesa,1982,Chile,786.016,1.124.272
Vinhos de mesa,1982,China,-,-
Vinhos de mesa,1982,"Coreia do Sul, República",-,-
Vinhos de mesa,1982,Croácia,-,-
Vinhos de mesa,1982,Cuba,-,-
Vinhos de mesa,1982,Emirados Árabes Unidos,-,-
Vinhos de mesa,1982,Eslovênia,-,-
Vinhos de mesa,1982,Eslováquia,-,-
Vinhos de mesa,1982,Espanha,119.748,104.790
Vinhos de mesa,1982,Estados Unidos,40.563,52.983
Vinhos de mesa,1982,França,313.977,424.752
Vinhos de mesa,1982,Geórgia,-,-
Vinhos de mesa,1982,"Geórgia do Sul e Sandwich do Sul, Ilhas",-,-
Vinhos de mesa,1982,Grécia,-,-
Vinhos de mesa,1982,Hong Kong,-,-
Vinhos de mesa,1982,Hungria,-,-
Vinhos de mesa,1982,Indonésia,-,-
Vinhos de mesa,1982,Irlanda,-,-
Vinhos de mesa,1982,Israel,-,-
Vinhos de mesa,1982,Itália,284.440,322.430
Vinhos de mesa,1982,Japão,-,-
Vinhos de mesa,1982,Iugoslávia,1.350,1.650
Vinhos de mesa,1982,Líbano,-,-
Vinhos de mesa,1982,Luxemburgo,-,-
Vinhos de mesa,1982,Macedônia,-,-
Vinhos de mesa,1982,Marrocos,-,-
Vinhos de mesa,1982,México,-,-
Vinhos de mesa,1982,Moldávia,-,-
Vinhos de mesa,1982,Montenegro,-,-
Vinhos de mesa,1982,Noruega,-,-
Vinhos de mesa,1982,Nova Zelândia,-,-
Vinhos de mesa,1982,Países Baixos (Holanda),-,-
Vinhos de mesa,1982,Panamá,-,-
Vinhos de mesa,1982,Paraguai,-,-
Vinhos de mesa,1982,Peru,-,-
Vinhos de mesa,1982,Porto Rico,-,-
Vinhos de mesa,1982,Portugal,1.074.983,1.258.983
Vinhos de mesa,1982,Reino Unido,-,-
Vinhos de mesa,1982,Republica Dominicana,-,-
Vinhos de mesa,1982,Romênia,-,-
Vinhos de mesa,1982,Rússia,-,-
Vinhos de mesa,1982,San Marino,-,-
Vinhos de mesa,1982,Sérvia,-,-
Vinhos de mesa,1982,Síria,-,-
Vinhos de mesa,1982,Suazilândia,-,-
Vinhos de mesa,1982,Suíça,-,-
Vinhos de mesa,1982,"Tcheca, República",-,-
Vinhos de mesa,1982,Tunísia,-,-
Vinhos de mesa,1982,Turquia,-,-
Vinhos de mesa,1982,Ucrânia,-,-
Vinhos de mesa,1982,Uruguai,-,-
Vinhos de mesa,1982,Não consta na tabela,-,-
Vinhos de mesa,1982,Não declarados,-,-
Vinhos de mesa,1982,Outros,22.104,30.505
Vinhos de mesa,1982,Total,3.832.101,4.711.780
Vinhos de mesa,1983,Africa do Sul,-,-
Vinhos de mesa,1983,Alemanha,850.055,908.380
Vinhos de mesa,1983,Argélia,-,-
Vinhos de mesa,1983,Arábia Saudita,-,-
Vinhos de mesa,1983,Argentina,132.634,188.625
Vinhos de mesa,1983,Armênia,-,-
Vinhos de mesa,1983,Austrália,-,-
Vinhos de mesa,1983,Áustria,8.400,7.581
Vinhos de mesa,1983,Bermudas,-,-
Vinhos de mesa,1983,Bélgica,-,-
Vinhos de mesa,1983,Bolívia,-,-
Vinhos de mesa,1983,Bósnia-Herzegovina,-,-
Vinhos de mesa,1983,Brasil,-,-
Vinhos de mesa,1983,Bulgária,-,-
Vinhos de mesa,1983,Canada,-,-
Vinhos de mesa,1983,Chile,598.657,781.217
Vinhos de mesa,1983,China,-,-
Vinhos de mesa,1983,"Coreia do Sul, República",-,-
Vinhos de mesa,1983,Croácia,-,-
Vinhos de mesa,1983,Cuba,-,-
Vinhos de mesa,1983,Emirados Árabes Unidos,-,-
Vinhos de mesa,1983,Eslovênia,-,-
Vinhos de mesa,1983,Eslováquia,-,-
Vinhos de mesa,1983,Espanha,65.961,60.450
Vinhos de mesa,1983,Estados Unidos,21.654,24.570
Vinhos de mesa,1983,França,267.008,329.128
Vinhos de mesa,1983,Geórgia,-,-
Vinhos de mesa,1983,"Geórgia do Sul e Sandwich do Sul, Ilhas",-,-
Vinhos de mesa,1983,Grécia,-,-
Vinhos de mesa,1983,Hong Kong,-,-
Vinhos de mesa,1983,Hungria,-,-
Vinhos de mesa,1983,Indonésia,-,-
Vinhos de mesa,1983,Irlanda,-,-
Vinhos de mesa,1983,Israel,-,-
Vinhos de mesa,1983,Itália,266.333,308.260
Vinhos de mesa,1983,Japão,-,-
Vinhos de mesa,1983,Iugoslávia,-,-
Vinhos de mesa,1983,Líbano,-,-
Vinhos de mesa,1983,Luxemburgo,-,-
Vinhos de mesa,1983,Macedônia,-,-
Vinhos de mesa,1983,Marrocos,-,-
Vinhos de mesa,1983,México,-,-
Vinhos de mesa,1983,Moldávia,-,-
Vinhos de mesa,1983,Montenegro,-,-
Vinhos de mesa,1983,Noruega,-,-
Vinhos de mesa,1983,Nova Zelândia,-,-
Vinhos de mesa,1983,Países Baixos (Holanda),-,-
Vinhos de mesa,1983,Panamá,-,-
Vinhos de mesa,1983,Paraguai,-,-
Vinhos de mesa,1983,Peru,-,-
Vinhos de mesa,1983,Porto Rico,-,-
Vinhos de mesa,1983,Portugal,1.189.656,1.338.370
Vinhos de mesa,1983,Reino Unido,-,-
Vinhos de mesa,1983,Republica Dominicana,-,-
Vinhos de mesa,1983,Romênia,-,-
Vinhos de mesa,1983,Rússia,-,-
Vinhos de mesa,1983,San Marino,-,-
Vinhos de mesa,1983,Sérvia,-,-
Vinhos de mesa,1983,Síria,-,-
Vinhos de mesa,1983,Suazilândia,-,-
Vinhos de mesa,1983,Suíça,-,-
Vinhos de mesa,1983,"Tcheca, República",-,-
Vinhos de mesa,1983,Tunísia,-,-
Vinhos de mesa,1983,Turquia,-,-
Vinhos de mesa,1983,Ucrânia,-,-
Vinhos de mesa,1983,Uruguai,-,-
Vinhos de mesa,1983,Não consta na tabela,-,-
Vinhos de mesa,1983,Não declarados,-,-
Vinhos de mesa,1983,Outros,6.738,5.862
Vinhos de mesa,1983,Total,3.407.096,3.952.443
Vinhos de mesa,1984,Africa do Sul,-,-
Vinhos de mesa,1984,Alemanha,586.645,564.129
Vinhos de mesa,1984,Argélia,-,-
Vinhos de mesa,1984,Arábia Saudita,-,-
Vinhos de mesa,1984,Argentina,42.438,64.603
Vinhos de mesa,1984,Armênia,-,-
Vinhos de mesa,1984,Austrália,-,-
Vinhos de mesa,1984,Áustria,-,-
Vinhos de mesa,1984,Bermudas,-,-
Vinhos de mesa,1984,Bélgica,-,-
Vinhos de mesa,1984,Bolívia,-,-
Vinhos de mesa,1984,Bósnia-Herzegovina,-,-
Vinhos de mesa,1984,Brasil,-,-
Vinhos de mesa,1984,Bulgária,-,-
Vinhos de mesa,1984,Canada,-,-
Vinhos de mesa,1984,Chile,490.217,527.176
Vinhos de mesa,1984,China,-,-
Vinhos de mesa,1984,"Coreia do Sul, República",-,-
Vinhos de mesa,1984,Croácia,-,-
Vinhos de mesa,1984,Cuba,-,-
Vinhos de mesa,1984,Emirados Árabes Unidos,-,-
Vinhos de mesa,1984,Eslovênia,-,-
Vinhos de mesa,1984,Eslováquia,-,-
Vinhos de mesa,1984,Espanha,7.200,8.421
Vinhos de mesa,1984,Estados Unidos,-,-
Vinhos de mesa,1984,França,117.087,138.156
Vinhos de mesa,1984,Geórgia,-,-
Vinhos de mesa,1984,"Geórgia do Sul e Sandwich do Sul, Ilhas",-,-
Vinhos de mesa,1984,Grécia,-,-
Vinhos de mesa,1984,Hong Kong,-,-
Vinhos de mesa,1984,Hungria,-,-
Vinhos de mesa,1984,Indonésia,-,-
Vinhos de mesa,1984,Irlanda,-,-
Vinhos de mesa,1984,Israel,-,-
Vinhos de mesa,1984,Itália,132.321,141.201
Vinhos de mesa,1984,Japão,-,-
Vinhos de mesa,1984,Iugoslávia,-,-
Vinhos de mesa,1984,Líbano,-,-
Vinhos de mesa,1984,Luxemburgo,-,-
Vinhos de mesa,1984,Macedônia,-,-
Vinhos de mesa,1984,Marrocos,-,-
Vinhos de mesa,1984,México,-,-
Vinhos de mesa,1984,Moldávia,-,-
Vinhos de mesa,1984,Montenegro,-,-
Vinhos de mesa,1984,Noruega,-,-
Vinhos de mesa,1984,Nova Zelândia,-,-
Vinhos de mesa,1984,Países Baixos (Holanda),-,-
Vinhos de mesa,1984,Panamá,-,-
Vinhos de mesa,1984,Paraguai,-,-
Vinhos de mesa,1984,Peru,-,-
Vinhos de mesa,1984,Porto Rico,-,-
Vinhos de mesa,1984,Portugal,536.706,531.515
Vinhos de mesa,1984,Reino Unido,-,-
Vinhos de mesa,1984,Republica Dominicana,-,-
Vinhos de mesa,1984,Romênia,-,-
Vinhos de mesa,1984,Rússia,-,-
Vinhos de mesa,1984,San Marino,-,-
Vinhos de mesa,1984,Sérvia,-,-
Vinhos de mesa,1984,Síria,-,-
Vinhos de mesa,1984,Suazilândia,-,-
Vinhos de mesa,1984,Suíça,-,-
Vinhos de mesa,1984,"Tcheca, República",-,-
Vinhos de mesa,1984,Tunísia,-,-
Vinhos de mesa,1984,Turquia,-,-
Vinhos de mesa,1984,Ucrânia,-,-
Vinhos de mesa,1984,Uruguai,-,-
Vinhos de mesa,1984,Não consta na tabela,-,-
Vinhos de mesa,1984,Não declarados,-,-
Vinhos de mesa,1984,Outros,26.490,34.499
Vinhos de mesa,1984,Total,1.939.104,2.009.700
Vinhos de mesa,1985,Africa do Sul,-,-
Vinhos de mesa,1985,Alemanha,1.069.717,1.122.438
Vinhos de mesa,1985,Argélia,-,-
Vinhos de mesa,1985,Arábia Saudita,-,-
Vinhos de mesa,1985,Argentina,114.570,164.424
Vinhos de mesa,1985,Armênia,-,-
Vinhos de mesa,1985,Austrália,-,-
Vinhos de mesa,1985,Áustria,11.830,5.016
Vinhos de mesa,1985,Bermudas,-,-
Vinhos de mesa,1985,Bélgica,-,-
Vinhos de mesa,1985,Bolívia,-,-
Vinhos de mesa,1985,Bósnia-Herzegovina,-,-
Vinhos de mesa,1985,Brasil,-,-
Vinhos de mesa,1985,Bulgária,-,-
Vinhos de mesa,1985,Canada,-,-
Vinhos de mesa,1985,Chile,1.114.665,1.195.151
Vinhos de mesa,1985,China,-,-
Vinhos de mesa,1985,"Coreia do Sul, República",-,-
Vinhos de mesa,1985,Croácia,-,-
Vinhos de mesa,1985,Cuba,-,-
Vinhos de mesa,1985,Emirados Árabes Unidos,-,-
Vinhos de mesa,1985,Eslovênia,-,-
Vinhos de mesa,1985,Eslováquia,-,-
Vinhos de mesa,1985,Espanha,61.924,59.833
Vinhos de mesa,1985,Estados Unidos,11.025,15.805
Vinhos de mesa,1985,França,540.136,735.516
Vinhos de mesa,1985,Geórgia,-,-
Vinhos de mesa,1985,"Geórgia do Sul e Sandwich do Sul, Ilhas",-,-
Vinhos de mesa,1985,Grécia,-,-
Vinhos de mesa,1985,Hong Kong,-,-
Vinhos de mesa,1985,Hungria,-,-
Vinhos de mesa,1985,Indonésia,-,-
Vinhos de mesa,1985,Irlanda,-,-
Vinhos de mesa,1985,Israel,-,-
Vinhos de mesa,1985,Itália,327.976,385.365
Vinhos de mesa,1985,Japão,-,-
Vinhos de mesa,1985,Iugoslávia,14.238,11.619
Vinhos de mesa,1985,Líbano,-,-
Vinhos de mesa,1985,Luxemburgo,-,-
Vinhos de mesa,1985,Macedônia,-,-
Vinhos de mesa,1985,Marrocos,-,-
Vinhos de mesa,1985,México,-,-
Vinhos de mesa,1985,Moldávia,-,-
Vinhos de mesa,1985,Montenegro,-,-
Vinhos de mesa,1985,Noruega,-,-
Vinhos de mesa,1985,Nova Zelândia,-,-
Vinhos de mesa,1985,Países Baixos (Holanda),-,-
Vinhos de mesa,1985,Panamá,-,-
Vinhos de mesa,1985,Paraguai,-,-
Vinhos de mesa,1985,Peru,-,-
Vinhos de mesa,1985,Porto Rico,-,-
Vinhos de mesa,1985,Portugal,1.484.998,1.406.897
Vinhos de mesa,1985,Reino Unido,-,-
Vinhos de mesa,1985,Republica Dominicana,-,-
Vinhos de mesa,1985,Romênia,-,-
Vinhos de mesa,1985,Rússia,-,-
Vinhos de mesa,1985,San Marino,-,-
Vinhos de mesa,1985,Sérvia,-,-
Vinhos de mesa,1985,Síria,-,-
Vinhos de mesa,1985,Suazilândia,-,-
Vinhos de mesa,1985,Suíça,-,-
Vinhos de mesa,1985,"Tcheca, República",-,-
Vinhos de mesa,1985,Tunísia,-,-
Vinhos de mesa,1985,Turquia,-,-
Vinhos de mesa,1985,Ucrânia,-,-
Vinhos de mesa,1985,Uruguai,-,-
Vinhos de mesa,1985,Não consta na tabela,-,-
Vinhos de mesa,1985,Não declarados,-,-
Vinhos de mesa,1985,Outros,5.400,12.812
Vinhos de mesa,1985,Total,4.756.479,5.114.876
Vinhos de mesa,1986,Africa do Sul,-,-
Vinhos de mesa,1986,Alemanha,2.357.113,3.008.737
Vinhos de mesa,1986,Argélia,-,-
Vinhos de mesa,1986,Arábia Saudita,-,-
Vinhos de mesa,1986,Argentina,170.413,242.678
Vinhos de mesa,1986,Armênia,-,-
Vinhos de mesa,1986,Austrália,-,-
Vinhos de mesa,1986,Áustria,1.740,3.508
Vinhos de mesa,1986,Bermudas,-,-
Vinhos de mesa,1986,Bélgica,-,-
Vinhos de mesa,1986,Bolívia,-,-
Vinhos de mesa,1986,Bósnia-Herzegovina,-,-
Vinhos de mesa,1986,Brasil,-,-
Vinhos de mesa,1986,Bulgária,-,-
Vinhos de mesa,1986,Canada,-,-
Vinhos de mesa,1986,Chile,1.347.894,1.416.109
Vinhos de mesa,1986,China,-,-
Vinhos de mesa,1986,"Coreia do Sul, República",-,-
Vinhos de mesa,1986,Croácia,-,-
Vinhos de mesa,1986,Cuba,-,-
Vinhos de mesa,1986,Emirados Árabes Unidos,-,-
Vinhos de mesa,1986,Eslovênia,-,-
Vinhos de mesa,1986,Eslováquia,-,-
Vinhos de mesa,1986,Espanha,52.429,61.130
Vinhos de mesa,1986,Estados Unidos,5.796,9.218
Vinhos de mesa,1986,França,625.421,980.754
Vinhos de mesa,1986,Geórgia,-,-
Vinhos de mesa,1986,"Geórgia do Sul e Sandwich do Sul, Ilhas",-,-
Vinhos de mesa,1986,Grécia,-,-
Vinhos de mesa,1986,Hong Kong,-,-
Vinhos de mesa,1986,Hungria,-,-
Vinhos de mesa,1986,Indonésia,-,-
Vinhos de mesa,1986,Irlanda,-,-
